SUID;adjustedPValue_Bingo-astrocytoma-unique;description_Bingo-astrocytoma-unique;N_Bingo-astrocytoma-unique;name;nn_Bingo-astrocytoma-unique;nodeFillColor_Bingo-astrocytoma-unique;nodeFontSize_Bingo-astrocytoma-unique;nodeSize_Bingo-astrocytoma-unique;nodeType_Bingo-astrocytoma-unique;pValue_Bingo-astrocytoma-unique;selected;shared name;X_Bingo-astrocytoma-unique;xx_Bingo-astrocytoma-unique
152396;9.45E-03;cellular response to peptide hormone stimulus;14306;71375;83;2.024540251;14;4.898979486;ellipse;1.62E-03;false;71375;217;6
148715;9.63E-03;regulation of epidermal growth factor receptor activity;14306;7176;16;2.016564959;14;3.464101615;ellipse;1.67E-03;false;7176;217;3
150527;9.63E-03;regulation of oxygen and reactive oxygen species metabolic process;14306;80010;16;2.016564959;14;3.464101615;ellipse;1.67E-03;false;80010;217;3
154252;9.63E-03;regulation of collagen biosynthetic process;14306;32965;16;2.016564959;14;3.464101615;ellipse;1.67E-03;false;32965;217;3
151999;9.90E-03;in utero embryonic development;14306;1701;216;2.00432018;14;6.32455532;ellipse;1.72E-03;false;1701;217;10
148701;9.94E-03;positive regulation of cell development;14306;10720;84;2.002701234;14;4.898979486;ellipse;1.73E-03;false;10720;217;6
150749;1.05E-02;DNA-dependent DNA replication;14306;6261;58;1.979949817;14;4.472135955;ellipse;1.83E-03;false;6261;217;5
152292;1.05E-02;cardiac muscle tissue development;14306;48738;58;1.979949817;14;4.472135955;ellipse;1.83E-03;false;48738;217;5
150841;1.05E-02;positive regulation of I-kappaB kinase/NF-kappaB cascade;14306;43123;115;1.977979337;14;5.291502622;ellipse;1.84E-03;false;43123;217;7
153862;1.06E-02;response to drug;14306;42493;256;1.975804409;14;6.633249581;ellipse;1.85E-03;false;42493;217;11
148555;1.06E-02;JAK-STAT cascade;14306;7259;35;1.975369387;14;4;ellipse;1.86E-03;false;7259;217;4
149739;1.06E-02;response to lipid;14306;33993;35;1.975369387;14;4;ellipse;1.86E-03;false;33993;217;4
149279;1.07E-02;regulation of cell adhesion;14306;30155;148;1.970707723;14;5.656854249;ellipse;1.89E-03;false;30155;217;8
151271;1.09E-02;epithelium development;14306;60429;337;1.96066637;14;7.211102551;ellipse;1.94E-03;false;60429;217;13
152828;1.11E-02;DNA damage checkpoint;14306;77;59;1.953559928;14;4.472135955;ellipse;1.97E-03;false;77;217;5
148922;1.12E-02;regulation of protein tyrosine kinase activity;14306;61097;17;1.951593242;14;3.464101615;ellipse;2.00E-03;false;61097;217;3
149811;1.12E-02;positive regulation of acute inflammatory response;14306;2675;17;1.951593242;14;3.464101615;ellipse;2.00E-03;false;2675;217;3
151216;1.12E-02;DNA integration;14306;15074;17;1.951593242;14;3.464101615;ellipse;2.00E-03;false;15074;217;3
151289;1.12E-02;regulation of collagen metabolic process;14306;10712;17;1.951593242;14;3.464101615;ellipse;2.00E-03;false;10712;217;3
152045;1.12E-02;cellular component biogenesis;14306;44085;1035;1.948938278;14;10.58300524;ellipse;2.02E-03;false;44085;217;28
149106;1.15E-02;osteoblast differentiation;14306;1649;36;1.937946788;14;4;ellipse;2.07E-03;false;1649;217;4
149196;1.18E-02;negative regulation of catalytic activity;14306;43086;300;1.928443225;14;6.92820323;ellipse;2.13E-03;false;43086;217;12
152330;1.18E-02;response to mechanical stimulus;14306;9612;60;1.928443225;14;4.472135955;ellipse;2.13E-03;false;9612;217;5
148543;1.19E-02;lymphocyte activation;14306;46649;186;1.925431337;14;6;ellipse;2.15E-03;false;46649;217;9
148446;1.19E-02;negative regulation of multicellular organismal metabolic process;14306;44252;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;44252;217;2
148447;1.19E-02;negative regulation of collagen metabolic process;14306;10713;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;10713;217;2
148655;1.19E-02;response to misfolded protein;14306;51788;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;51788;217;2
149243;1.19E-02;regulation of T cell tolerance induction;14306;2664;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;2664;217;2
149338;1.19E-02;negative regulation of smooth muscle contraction;14306;45986;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;45986;217;2
149968;1.19E-02;receptor catabolic process;14306;32801;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;32801;217;2
150424;1.19E-02;cellular response to indole-3-methanol;14306;71681;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;71681;217;2
150760;1.19E-02;regulation of vesicle fusion;14306;31338;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;31338;217;2
150789;1.19E-02;positive regulation of T cell tolerance induction;14306;2666;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;2666;217;2
151232;1.19E-02;regulation of anatomical structure morphogenesis;14306;22603;301;1.922670709;14;6.92820323;ellipse;2.19E-03;false;22603;217;12
151609;1.19E-02;antral ovarian follicle growth;14306;1547;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;1547;217;2
152166;1.19E-02;response to indole-3-methanol;14306;71680;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;71680;217;2
154605;1.19E-02;organ or tissue specific immune response;14306;2251;5;1.922670709;14;2.828427125;ellipse;2.22E-03;false;2251;217;2
150770;1.20E-02;regulation of MAP kinase activity;14306;43405;152;1.92153539;14;5.656854249;ellipse;2.23E-03;false;43405;217;8
149872;1.20E-02;T cell activation;14306;42110;119;1.92151082;14;5.291502622;ellipse;2.24E-03;false;42110;217;7
148598;1.22E-02;regulation of biomineral formation;14306;70167;37;1.912814742;14;4;ellipse;2.30E-03;false;70167;217;4
148753;1.22E-02;positive regulation of B cell activation;14306;50871;37;1.912814742;14;4;ellipse;2.30E-03;false;50871;217;4
152023;1.22E-02;double-strand break repair;14306;6302;61;1.912814742;14;4.472135955;ellipse;2.29E-03;false;6302;217;5
149037;1.24E-02;response to metal ion;14306;10038;153;1.908320004;14;5.656854249;ellipse;2.33E-03;false;10038;217;8
150364;1.25E-02;mRNA stabilization;14306;48255;18;1.902192806;14;3.464101615;ellipse;2.37E-03;false;48255;217;3
151331;1.25E-02;ovulation;14306;30728;18;1.902192806;14;3.464101615;ellipse;2.37E-03;false;30728;217;3
151866;1.25E-02;RNA stabilization;14306;43489;18;1.902192806;14;3.464101615;ellipse;2.37E-03;false;43489;217;3
148406;1.28E-02;immune system process;14306;2376;948;1.893792151;14;10.19803903;ellipse;2.43E-03;false;2376;217;26
150966;1.28E-02;muscle structure development;14306;61061;265;1.893792151;14;6.633249581;ellipse;2.43E-03;false;61061;217;11
149515;1.29E-02;regulation of vesicle-mediated transport;14306;60627;121;1.889547555;14;5.291502622;ellipse;2.46E-03;false;60627;217;7
149539;1.38E-02;stress-activated protein kinase signaling cascade;14306;31098;63;1.861498859;14;4.472135955;ellipse;2.64E-03;false;31098;217;5
152677;1.38E-02;DNA integrity checkpoint;14306;31570;63;1.861498859;14;4.472135955;ellipse;2.64E-03;false;31570;217;5
153052;1.38E-02;response to estradiol stimulus;14306;32355;63;1.861498859;14;4.472135955;ellipse;2.64E-03;false;32355;217;5
149245;1.41E-02;chromosome organization;14306;51276;525;1.849461191;14;8.246211251;ellipse;2.72E-03;false;51276;217;17
150766;1.42E-02;regulation of caspase activity;14306;43281;92;1.846557078;14;4.898979486;ellipse;2.74E-03;false;43281;217;6
148458;1.44E-02;endocrine pancreas development;14306;31018;19;1.841288824;14;3.464101615;ellipse;2.79E-03;false;31018;217;3
149762;1.44E-02;patterning of blood vessels;14306;1569;19;1.841288824;14;3.464101615;ellipse;2.79E-03;false;1569;217;3
150605;1.44E-02;interaction with host;14306;51701;39;1.841124104;14;4;ellipse;2.79E-03;false;51701;217;4
148788;1.46E-02;regulation of cellular component biogenesis;14306;44087;158;1.83516723;14;5.656854249;ellipse;2.84E-03;false;44087;217;8
151946;1.49E-02;DNA damage response, signal transduction;14306;42770;93;1.827398391;14;4.898979486;ellipse;2.90E-03;false;42770;217;6
149271;1.53E-02;leukocyte activation;14306;45321;233;1.815526918;14;6.32455532;ellipse;2.98E-03;false;45321;217;10
149490;1.57E-02;peptidyl-serine modification;14306;18209;40;1.80485086;14;4;ellipse;3.07E-03;false;18209;217;4
150231;1.57E-02;extracellular structure organization;14306;43062;160;1.80485086;14;5.656854249;ellipse;3.07E-03;false;43062;217;8
149071;1.61E-02;central nervous system development;14306;7417;443;1.793130832;14;7.745966692;ellipse;3.16E-03;false;7417;217;15
152755;1.61E-02;inflammatory response;14306;6954;315;1.792200707;14;6.92820323;ellipse;3.17E-03;false;6954;217;12
150574;1.62E-02;negative regulation of transport;14306;51051;161;1.791111657;14;5.656854249;ellipse;3.19E-03;false;51051;217;8
148490;1.62E-02;regulation of I-kappaB kinase/NF-kappaB cascade;14306;43122;127;1.789395417;14;5.291502622;ellipse;3.23E-03;false;43122;217;7
148528;1.62E-02;tissue morphogenesis;14306;48729;275;1.789395417;14;6.633249581;ellipse;3.23E-03;false;48729;217;11
148544;1.62E-02;lymphocyte differentiation;14306;30098;95;1.789395417;14;4.898979486;ellipse;3.22E-03;false;30098;217;6
151044;1.62E-02;protein ubiquitination involved in ubiquitin-dependent protein catabolic process;14306;42787;20;1.789395417;14;3.464101615;ellipse;3.24E-03;false;42787;217;3
151175;1.62E-02;response to ionizing radiation;14306;10212;66;1.789395417;14;4.472135955;ellipse;3.24E-03;false;10212;217;5
151441;1.62E-02;homeostasis of number of cells;14306;48872;95;1.789395417;14;4.898979486;ellipse;3.22E-03;false;48872;217;6
153715;1.62E-02;positive regulation of neuron apoptosis;14306;43525;20;1.789395417;14;3.464101615;ellipse;3.24E-03;false;43525;217;3
149028;1.63E-02;cellular response to UV;14306;34644;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;34644;217;2
149316;1.63E-02;myeloid cell homeostasis;14306;2262;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;2262;217;2
149396;1.63E-02;negative regulation of DNA damage response, signal transduction by p53 class mediator;14306;43518;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;43518;217;2
149530;1.63E-02;activation of transmembrane receptor protein tyrosine kinase activity;14306;7171;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;7171;217;2
149682;1.63E-02;regulation of protein sumoylation;14306;33233;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;33233;217;2
149683;1.63E-02;positive regulation of protein sumoylation;14306;33235;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;33235;217;2
152605;1.63E-02;chorio-allantoic fusion;14306;60710;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;60710;217;2
154340;1.63E-02;positive regulation of B cell differentiation;14306;45579;6;1.788573367;14;2.828427125;ellipse;3.30E-03;false;45579;217;2
148413;1.64E-02;negative regulation of cell cycle process;14306;10948;41;1.784086069;14;4;ellipse;3.36E-03;false;10948;217;4
149885;1.64E-02;positive regulation of inflammatory response;14306;50729;41;1.784086069;14;4;ellipse;3.36E-03;false;50729;217;4
151445;1.64E-02;positive regulation of chemotaxis;14306;50921;41;1.784086069;14;4;ellipse;3.36E-03;false;50921;217;4
151989;1.64E-02;macromolecular complex assembly;14306;65003;676;1.784086069;14;8.94427191;ellipse;3.35E-03;false;65003;217;20
151024;1.71E-02;regulation of binding;14306;51098;200;1.768188221;14;6;ellipse;3.49E-03;false;51098;217;9
149825;1.71E-02;cytoskeleton organization;14306;7010;448;1.767144911;14;7.745966692;ellipse;3.51E-03;false;7010;217;15
149146;1.73E-02;response to glucocorticoid stimulus;14306;51384;97;1.761429991;14;4.898979486;ellipse;3.57E-03;false;51384;217;6
149178;1.73E-02;regulation of intracellular transport;14306;32386;97;1.761429991;14;4.898979486;ellipse;3.57E-03;false;32386;217;6
152806;1.73E-02;M phase of mitotic cell cycle;14306;87;239;1.761429991;14;6.32455532;ellipse;3.57E-03;false;87;217;10
150263;1.78E-02;proteolysis;14306;6508;730;1.748715998;14;9.16515139;ellipse;3.69E-03;false;6508;217;21
148581;1.80E-02;epithelial to mesenchymal transition;14306;1837;21;1.745630903;14;3.464101615;ellipse;3.74E-03;false;1837;217;3
150467;1.80E-02;positive regulation of mitotic cell cycle;14306;45931;21;1.745630903;14;3.464101615;ellipse;3.74E-03;false;45931;217;3
151519;1.80E-02;positive regulation of mesenchymal cell proliferation;14306;2053;21;1.745630903;14;3.464101615;ellipse;3.74E-03;false;2053;217;3
152822;1.80E-02;inactivation of MAPK activity;14306;188;21;1.745630903;14;3.464101615;ellipse;3.74E-03;false;188;217;3
151907;1.88E-02;gliogenesis;14306;42063;69;1.725947963;14;4.472135955;ellipse;3.92E-03;false;42063;217;5
149991;1.89E-02;cell-substrate adhesion;14306;31589;99;1.723705097;14;4.898979486;ellipse;3.95E-03;false;31589;217;6
152309;1.91E-02;regulation of fibroblast proliferation;14306;48145;43;1.719125666;14;4;ellipse;4.00E-03;false;48145;217;4
149974;1.96E-02;phosphorylation;14306;16310;786;1.70696338;14;9.38083152;ellipse;4.12E-03;false;16310;217;22
149094;1.98E-02;positive regulation of neurogenesis;14306;50769;70;1.703101902;14;4.472135955;ellipse;4.17E-03;false;50769;217;5
152977;1.98E-02;positive regulation of catabolic process;14306;9896;70;1.703101902;14;4.472135955;ellipse;4.17E-03;false;9896;217;5
154174;2.03E-02;response to growth factor stimulus;14306;70848;22;1.692476144;14;3.464101615;ellipse;4.28E-03;false;70848;217;3
148585;2.13E-02;cellular response to light stimulus;14306;71482;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;71482;217;2
148603;2.13E-02;chaperone-mediated protein complex assembly;14306;51131;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;51131;217;2
149087;2.13E-02;positive regulation of alpha-beta T cell proliferation;14306;46641;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;46641;217;2
149242;2.13E-02;regulation of tolerance induction;14306;2643;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;2643;217;2
149676;2.13E-02;lung development;14306;30324;102;1.671248527;14;4.898979486;ellipse;4.57E-03;false;30324;217;6
150788;2.13E-02;positive regulation of tolerance induction;14306;2645;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;2645;217;2
150910;2.13E-02;positive regulation of T-helper cell differentiation;14306;45624;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;45624;217;2
152114;2.13E-02;Schwann cell development;14306;14044;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;14044;217;2
152717;2.13E-02;monocyte chemotaxis;14306;2548;7;1.671248527;14;2.828427125;ellipse;4.57E-03;false;2548;217;2
152251;2.17E-02;regulation of neurogenesis;14306;50767;209;1.664201415;14;6;ellipse;4.66E-03;false;50767;217;9
149195;2.19E-02;negative regulation of molecular function;14306;44092;374;1.659608914;14;7.211102551;ellipse;4.72E-03;false;44092;217;13
149424;2.22E-02;extracellular matrix organization;14306;30198;103;1.65305356;14;4.898979486;ellipse;4.80E-03;false;30198;217;6
151875;2.25E-02;positive regulation of leukocyte chemotaxis;14306;2690;23;1.646962164;14;3.464101615;ellipse;4.87E-03;false;2690;217;3
151178;2.26E-02;regulation of cell development;14306;60284;250;1.6461091;14;6.32455532;ellipse;4.90E-03;false;60284;217;10
153244;2.26E-02;positive regulation of gene-specific transcription;14306;43193;137;1.6461091;14;5.291502622;ellipse;4.89E-03;false;43193;217;7
151595;2.34E-02;negative regulation of multicellular organismal process;14306;51241;174;1.630446741;14;5.656854249;ellipse;5.09E-03;false;51241;217;8
148341;2.41E-02;DNA recombination;14306;6310;105;1.617966609;14;4.898979486;ellipse;5.27E-03;false;6310;217;6
150133;2.41E-02;negative regulation of kinase activity;14306;33673;105;1.617966609;14;4.898979486;ellipse;5.27E-03;false;33673;217;6
153211;2.41E-02;respiratory tube development;14306;30323;105;1.617966609;14;4.898979486;ellipse;5.27E-03;false;30323;217;6
148714;2.50E-02;regulation of epidermal growth factor receptor signaling pathway;14306;42058;24;1.602511901;14;3.464101615;ellipse;5.51E-03;false;42058;217;3
148773;2.50E-02;prostate gland epithelium morphogenesis;14306;60740;24;1.602511901;14;3.464101615;ellipse;5.51E-03;false;60740;217;3
150521;2.50E-02;G1/S transition checkpoint;14306;31575;24;1.602511901;14;3.464101615;ellipse;5.51E-03;false;31575;217;3
151336;2.50E-02;positive regulation of behavior;14306;48520;47;1.602511901;14;4;ellipse;5.52E-03;false;48520;217;4
151518;2.50E-02;regulation of mesenchymal cell proliferation;14306;10464;24;1.602511901;14;3.464101615;ellipse;5.51E-03;false;10464;217;3
154048;2.50E-02;response to progesterone stimulus;14306;32570;24;1.602511901;14;3.464101615;ellipse;5.51E-03;false;32570;217;3
149082;2.53E-02;embryonic organ development;14306;48568;215;1.597498915;14;6;ellipse;5.59E-03;false;48568;217;9
149188;2.60E-02;response to cytokine stimulus;14306;34097;107;1.584566061;14;4.898979486;ellipse;5.77E-03;false;34097;217;6
151111;2.63E-02;cell adhesion;14306;7155;711;1.580294778;14;8.94427191;ellipse;5.84E-03;false;7155;217;20
151109;2.66E-02;biological adhesion;14306;22610;712;1.574487235;14;8.94427191;ellipse;5.92E-03;false;22610;217;20
149230;2.66E-02;protein deubiquitination;14306;16579;48;1.574417527;14;4;ellipse;5.95E-03;false;16579;217;4
149693;2.66E-02;striated muscle cell development;14306;55002;48;1.574417527;14;4;ellipse;5.95E-03;false;55002;217;4
148723;2.68E-02;cell communication;14306;7154;812;1.572298731;14;9.38083152;ellipse;6.01E-03;false;7154;217;22
149212;2.68E-02;embryonic placenta morphogenesis;14306;60669;8;1.572298731;14;2.828427125;ellipse;6.04E-03;false;60669;217;2
150817;2.68E-02;cellular response to growth hormone stimulus;14306;71378;8;1.572298731;14;2.828427125;ellipse;6.04E-03;false;71378;217;2
150818;2.68E-02;growth hormone receptor signaling pathway;14306;60396;8;1.572298731;14;2.828427125;ellipse;6.04E-03;false;60396;217;2
151407;2.68E-02;protein K48-linked deubiquitination;14306;71108;8;1.572298731;14;2.828427125;ellipse;6.04E-03;false;71108;217;2
152551;2.68E-02;positive regulation of gene expression, epigenetic;14306;45815;8;1.572298731;14;2.828427125;ellipse;6.04E-03;false;45815;217;2
150255;2.69E-02;intracellular transport;14306;46907;665;1.569665914;14;8.717797887;ellipse;6.09E-03;false;46907;217;19
150363;2.73E-02;regulation of mRNA stability;14306;43488;25;1.56309778;14;3.464101615;ellipse;6.19E-03;false;43488;217;3
151101;2.75E-02;response to organic nitrogen;14306;10243;77;1.560579243;14;4.472135955;ellipse;6.26E-03;false;10243;217;5
151590;2.75E-02;intracellular receptor mediated signaling pathway;14306;30522;77;1.560579243;14;4.472135955;ellipse;6.26E-03;false;30522;217;5
152450;2.75E-02;endocrine system development;14306;35270;77;1.560579243;14;4.472135955;ellipse;6.26E-03;false;35270;217;5
150013;2.77E-02;positive regulation of binding;14306;51099;109;1.558038876;14;4.898979486;ellipse;6.30E-03;false;51099;217;6
148584;2.79E-02;response to light stimulus;14306;9416;144;1.553810745;14;5.291502622;ellipse;6.40E-03;false;9416;217;7
150394;2.79E-02;positive regulation of innate immune response;14306;45089;49;1.553810745;14;4;ellipse;6.40E-03;false;45089;217;4
152434;2.79E-02;regulation of cell division;14306;51302;49;1.553810745;14;4;ellipse;6.40E-03;false;51302;217;4
150107;2.88E-02;activation of MAPK activity;14306;187;78;1.540796458;14;4.472135955;ellipse;6.61E-03;false;187;217;5
152670;2.89E-02;nucleocytoplasmic transport;14306;6913;145;1.539406323;14;5.291502622;ellipse;6.64E-03;false;6913;217;7
148428;2.96E-02;prostate gland morphogenesis;14306;60512;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;60512;217;3
148917;2.96E-02;salivary gland morphogenesis;14306;7435;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;7435;217;3
149209;2.96E-02;regulation of RNA stability;14306;43487;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;43487;217;3
150132;2.96E-02;negative regulation of transferase activity;14306;51348;111;1.528721323;14;4.898979486;ellipse;6.88E-03;false;51348;217;6
150256;2.96E-02;nuclear transport;14306;51169;146;1.528721323;14;5.291502622;ellipse;6.88E-03;false;51169;217;7
151580;2.96E-02;base-excision repair;14306;6284;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;6284;217;3
152849;2.96E-02;embryo implantation;14306;7566;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;7566;217;3
153228;2.96E-02;negative regulation of canonical Wnt receptor signaling pathway;14306;90090;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;90090;217;3
153322;2.96E-02;protein K48-linked ubiquitination;14306;70936;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;70936;217;3
153607;2.96E-02;peptide cross-linking;14306;18149;26;1.528721323;14;3.464101615;ellipse;6.92E-03;false;18149;217;3
149770;2.98E-02;protein amino acid autophosphorylation;14306;46777;79;1.52647009;14;4.472135955;ellipse;6.97E-03;false;46777;217;5
148991;3.01E-02;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;14306;6139;1786;1.521368159;14;12.64911064;ellipse;7.10E-03;false;6139;217;40
149286;3.01E-02;macromolecular complex subunit organization;14306;43933;724;1.521368159;14;8.94427191;ellipse;7.08E-03;false;43933;217;20
151704;3.01E-02;cellular localization;14306;51641;977;1.521368159;14;10;ellipse;7.09E-03;false;51641;217;25
151801;3.01E-02;response to oxidative stress;14306;6979;184;1.521368159;14;5.656854249;ellipse;7.07E-03;false;6979;217;8
148338;3.01E-02;homeostatic process;14306;42592;774;1.520899804;14;9.16515139;ellipse;7.12E-03;false;42592;217;21
148752;3.11E-02;regulation of B cell activation;14306;50864;51;1.507626543;14;4;ellipse;7.37E-03;false;50864;217;4
149257;3.11E-02;regulation of chemotaxis;14306;50920;51;1.507626543;14;4;ellipse;7.37E-03;false;50920;217;4
155189;3.11E-02;protein modification by small protein removal;14306;70646;51;1.507626543;14;4;ellipse;7.37E-03;false;70646;217;4
151664;3.15E-02;respiratory system development;14306;60541;113;1.501743703;14;4.898979486;ellipse;7.49E-03;false;60541;217;6
148455;3.17E-02;positive regulation of CD4-positive, alpha beta T cell differentiation;14306;43372;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;43372;217;2
148735;3.17E-02;response to hypoxia;14306;1666;149;1.498805038;14;5.291502622;ellipse;7.67E-03;false;1666;217;7
149024;3.17E-02;DNA ligation;14306;6266;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;6266;217;2
149263;3.17E-02;regulation of acute inflammatory response;14306;2673;27;1.498805038;14;3.464101615;ellipse;7.70E-03;false;2673;217;3
150674;3.17E-02;leukocyte cell-cell adhesion;14306;7159;27;1.498805038;14;3.464101615;ellipse;7.70E-03;false;7159;217;3
151233;3.17E-02;regulation of cell morphogenesis;14306;22604;149;1.498805038;14;5.291502622;ellipse;7.67E-03;false;22604;217;7
151571;3.17E-02;cellular response to radiation;14306;71478;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;71478;217;2
151884;3.17E-02;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;14306;6978;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;6978;217;2
152244;3.17E-02;glial cell development;14306;21782;27;1.498805038;14;3.464101615;ellipse;7.70E-03;false;21782;217;3
153105;3.17E-02;DNA damage response, signal transduction resulting in transcription;14306;42772;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;42772;217;2
153360;3.17E-02;embryonic hemopoiesis;14306;35162;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;35162;217;2
154399;3.17E-02;protein refolding;14306;42026;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;42026;217;2
154759;3.17E-02;response to arsenic;14306;46685;9;1.498805038;14;2.828427125;ellipse;7.69E-03;false;46685;217;2
149365;3.21E-02;response to estrogen stimulus;14306;43627;114;1.493546215;14;4.898979486;ellipse;7.80E-03;false;43627;217;6
150105;3.24E-02;regulation of nervous system development;14306;51960;227;1.490105863;14;6;ellipse;7.88E-03;false;51960;217;9
149208;3.30E-02;regulation of RNA metabolic process;14306;51252;1856;1.481016932;14;12.80624847;ellipse;8.06E-03;false;51252;217;41
150005;3.32E-02;positive regulation of transcription factor activity;14306;51091;82;1.479103976;14;4.472135955;ellipse;8.13E-03;false;51091;217;5
150140;3.32E-02;positive regulation of transcription regulator activity;14306;90047;82;1.479103976;14;4.472135955;ellipse;8.13E-03;false;90047;217;5
150687;3.32E-02;regulation of nucleocytoplasmic transport;14306;46822;82;1.479103976;14;4.472135955;ellipse;8.13E-03;false;46822;217;5
149482;3.35E-02;cellular protein complex assembly;14306;43623;151;1.475015721;14;5.291502622;ellipse;8.22E-03;false;43623;217;7
148495;3.42E-02;negative regulation of intracellular protein kinase cascade;14306;10741;53;1.465467628;14;4;ellipse;8.44E-03;false;10741;217;4
149677;3.42E-02;lung alveolus development;14306;48286;28;1.465467628;14;3.464101615;ellipse;8.53E-03;false;48286;217;3
150497;3.42E-02;regulation of morphogenesis of a branching structure;14306;60688;28;1.465467628;14;3.464101615;ellipse;8.53E-03;false;60688;217;3
151149;3.42E-02;salivary gland development;14306;7431;28;1.465467628;14;3.464101615;ellipse;8.53E-03;false;7431;217;3
151481;3.42E-02;mesenchymal cell development;14306;14031;53;1.465467628;14;4;ellipse;8.44E-03;false;14031;217;4
151745;3.42E-02;regulation of leukocyte chemotaxis;14306;2688;28;1.465467628;14;3.464101615;ellipse;8.53E-03;false;2688;217;3
151883;3.42E-02;DNA damage response, signal transduction by p53 class mediator;14306;30330;28;1.465467628;14;3.464101615;ellipse;8.53E-03;false;30330;217;3
152043;3.42E-02;ossification;14306;1503;116;1.465467628;14;4.898979486;ellipse;8.47E-03;false;1503;217;6
152484;3.42E-02;protein oligomerization;14306;51259;190;1.465467628;14;5.656854249;ellipse;8.51E-03;false;51259;217;8
148332;3.43E-02;regulation of stress-activated protein kinase signaling cascade;14306;70302;83;1.464942805;14;4.472135955;ellipse;8.55E-03;false;70302;217;5
149833;3.59E-02;chordate embryonic development;14306;43009;360;1.445180272;14;6.92820323;ellipse;8.96E-03;false;43009;217;12
149308;3.59E-02;regulation of cell-substrate adhesion;14306;10810;54;1.445001428;14;4;ellipse;9.01E-03;false;10810;217;4
150059;3.59E-02;negative regulation of Wnt receptor signaling pathway;14306;30178;54;1.445001428;14;4;ellipse;9.01E-03;false;30178;217;4
150412;3.59E-02;regulation of muscle system process;14306;90257;84;1.445001428;14;4.472135955;ellipse;8.98E-03;false;90257;217;5
148373;3.70E-02;positive regulation of growth;14306;45927;85;1.43206497;14;4.472135955;ellipse;9.43E-03;false;45927;217;5
149161;3.70E-02;response to growth hormone stimulus;14306;60416;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;60416;217;2
149979;3.70E-02;entry into host cell;14306;30260;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;30260;217;2
149980;3.70E-02;entry of virus into host cell;14306;46718;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;46718;217;2
150861;3.70E-02;response to lithium ion;14306;10226;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;10226;217;2
151068;3.70E-02;movement in environment of other organism involved in symbiotic interaction;14306;52192;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;52192;217;2
151427;3.70E-02;positive regulation of epithelial cell migration;14306;10634;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;10634;217;2
151506;3.70E-02;positive regulation of smooth muscle cell migration;14306;14911;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;14911;217;2
151719;3.70E-02;entry into other organism involved in symbiotic interaction;14306;51828;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;51828;217;2
151720;3.70E-02;entry into host;14306;44409;10;1.43206497;14;2.828427125;ellipse;9.51E-03;false;44409;217;2
