SUID;adjustedPValue_Bingo-glioma-unique;description_Bingo-glioma-unique;N_Bingo-glioma-unique;name;nn_Bingo-glioma-unique;nodeFillColor_Bingo-glioma-unique;nodeFontSize_Bingo-glioma-unique;nodeSize_Bingo-glioma-unique;nodeType_Bingo-glioma-unique;pValue_Bingo-glioma-unique;selected;shared name;X_Bingo-glioma-unique;xx_Bingo-glioma-unique
133973;2.20E-02;response to metal ion;14306;10038;153;1.657042208;14;6.32455532;ellipse;4.24E-03;false;10038;348;10
135658;2.30E-02;positive regulation of oxidoreductase activity;14306;51353;28;1.638570793;14;4;ellipse;4.44E-03;false;51353;348;4
135919;2.30E-02;regulation of morphogenesis of a branching structure;14306;60688;28;1.638570793;14;4;ellipse;4.44E-03;false;60688;348;4
135190;2.34E-02;mitosis;14306;7067;232;1.63157194;14;7.211102551;ellipse;4.53E-03;false;7067;348;13
136376;2.34E-02;nuclear division;14306;280;232;1.63157194;14;7.211102551;ellipse;4.53E-03;false;280;348;13
133690;2.34E-02;positive regulation of lymphocyte proliferation;14306;50671;64;1.631163027;14;4.898979486;ellipse;4.54E-03;false;50671;348;6
134143;2.35E-02;response to cytokine stimulus;14306;34097;107;1.629536586;14;5.656854249;ellipse;4.57E-03;false;34097;348;8
133254;2.37E-02;positive regulation of growth;14306;45927;85;1.625903085;14;5.291502622;ellipse;4.62E-03;false;45927;348;7
133535;2.37E-02;protein modification by small protein conjugation;14306;32446;206;1.625903085;14;6.92820323;ellipse;4.62E-03;false;32446;348;12
136606;2.41E-02;regulation of cellular biosynthetic process;14306;31326;3021;1.618445346;14;19.39071943;ellipse;4.71E-03;false;31326;348;94
134496;2.41E-02;regulation of cellular response to stress;14306;80135;131;1.61811539;14;6;ellipse;4.73E-03;false;80135;348;9
136971;2.43E-02;negative regulation of transcription;14306;16481;494;1.613913107;14;9.38083152;ellipse;4.78E-03;false;16481;348;22
135034;2.45E-02;cell cycle arrest;14306;7050;108;1.610053644;14;5.656854249;ellipse;4.83E-03;false;7050;348;8
133677;2.47E-02;negative regulation of cell differentiation;14306;45596;234;1.607888627;14;7.211102551;ellipse;4.87E-03;false;45596;348;13
133689;2.48E-02;positive regulation of mononuclear cell proliferation;14306;32946;65;1.606033642;14;4.898979486;ellipse;4.91E-03;false;32946;348;6
138271;2.48E-02;response to hydrogen peroxide;14306;42542;65;1.606033642;14;4.898979486;ellipse;4.91E-03;false;42542;348;6
133380;2.48E-02;regulation of ossification;14306;30278;86;1.605938;14;5.291502622;ellipse;4.92E-03;false;30278;348;7
136845;2.48E-02;striated muscle cell differentiation;14306;51146;86;1.605938;14;5.291502622;ellipse;4.92E-03;false;51146;348;7
133961;2.53E-02;positive regulation of smooth muscle cell proliferation;14306;48661;29;1.59625291;14;4;ellipse;5.05E-03;false;48661;348;4
134313;2.53E-02;negative regulation of transforming growth factor beta receptor signaling pathway;14306;30512;29;1.59625291;14;4;ellipse;5.05E-03;false;30512;348;4
133810;2.59E-02;cell-cell adhesion;14306;16337;291;1.58663738;14;7.745966692;ellipse;5.18E-03;false;16337;348;15
133390;2.60E-02;negative regulation of stress-activated protein kinase signaling cascade;14306;70303;15;1.585088641;14;3.464101615;ellipse;5.22E-03;false;70303;348;3
134764;2.60E-02;regulation of lipid metabolic process;14306;19216;133;1.585088641;14;6;ellipse;5.22E-03;false;19216;348;9
139189;2.60E-02;negative regulation of lipid transport;14306;32369;15;1.585088641;14;3.464101615;ellipse;5.22E-03;false;32369;348;3
137553;2.61E-02;regulation of Wnt receptor signaling pathway;14306;30111;87;1.58402651;14;5.291502622;ellipse;5.25E-03;false;30111;348;7
134374;2.62E-02;regulation of proteolysis;14306;30162;66;1.582211042;14;4.898979486;ellipse;5.29E-03;false;30162;348;6
136965;2.62E-02;positive regulation of leukocyte proliferation;14306;70665;66;1.582211042;14;4.898979486;ellipse;5.29E-03;false;70665;348;6
133665;2.73E-02;detection of oxygen;14306;3032;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;3032;348;2
134215;2.73E-02;regulation of T cell tolerance induction;14306;2664;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;2664;348;2
134957;2.73E-02;receptor catabolic process;14306;32801;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;32801;348;2
135498;2.73E-02;regulation of cyclin-dependent protein kinase activity involved by G1/S;14306;31657;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;31657;348;2
135672;2.73E-02;positive regulation of cyclin-dependent protein kinase activity involved in G1/S;14306;31659;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;31659;348;2
135838;2.73E-02;positive regulation of T cell tolerance induction;14306;2666;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;2666;348;2
136760;2.73E-02;antral ovarian follicle growth;14306;1547;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;1547;348;2
137193;2.73E-02;negative regulation of protein amino acid autophosphorylation;14306;31953;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;31953;348;2
138574;2.73E-02;positive regulation of establishment of protein localization in plasma membrane;14306;90004;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;90004;348;2
139364;2.73E-02;nerve growth factor receptor signaling pathway;14306;48011;5;1.563580769;14;2.828427125;ellipse;5.62E-03;false;48011;348;2
135726;2.78E-02;positive regulation of nucleocytoplasmic transport;14306;46824;30;1.556586436;14;4;ellipse;5.72E-03;false;46824;348;4
135798;2.85E-02;DNA replication;14306;6260;186;1.545682806;14;6.633249581;ellipse;5.88E-03;false;6260;348;11
137645;2.96E-02;response to vitamin A;14306;33189;68;1.529045266;14;4.898979486;ellipse;6.12E-03;false;33189;348;6
135889;2.99E-02;organelle fission;14306;48285;241;1.524690101;14;7.211102551;ellipse;6.20E-03;false;48285;348;13
136542;2.99E-02;posttranscriptional regulation of gene expression;14306;10608;241;1.524690101;14;7.211102551;ellipse;6.20E-03;false;10608;348;13
133548;3.02E-02;regulation of glucan biosynthetic process;14306;10962;16;1.520677039;14;3.464101615;ellipse;6.32E-03;false;10962;348;3
134071;3.02E-02;regulation of polysaccharide biosynthetic process;14306;32885;16;1.520677039;14;3.464101615;ellipse;6.32E-03;false;32885;348;3
134441;3.02E-02;negative regulation of protein modification process;14306;31400;137;1.520677039;14;6;ellipse;6.31E-03;false;31400;348;9
136576;3.02E-02;regulation of glycogen biosynthetic process;14306;5979;16;1.520677039;14;3.464101615;ellipse;6.32E-03;false;5979;348;3
138154;3.02E-02;response to cadmium ion;14306;46686;16;1.520677039;14;3.464101615;ellipse;6.32E-03;false;46686;348;3
135333;3.07E-02;embryonic development;14306;9790;601;1.512564234;14;10;ellipse;6.45E-03;false;9790;348;25
135819;3.12E-02;cellular response to biotic stimulus;14306;71216;49;1.505293509;14;4.472135955;ellipse;6.57E-03;false;71216;348;5
133705;3.13E-02;reproductive structure development;14306;48608;163;1.504799122;14;6.32455532;ellipse;6.58E-03;false;48608;348;10
136752;3.17E-02;regulation of neuron apoptosis;14306;43523;91;1.498347986;14;5.291502622;ellipse;6.70E-03;false;43523;348;7
136347;3.22E-02;localization;14306;51179;2984;1.492413207;14;19.18332609;ellipse;6.80E-03;false;51179;348;92
135267;3.27E-02;establishment of localization in cell;14306;51649;865;1.484900788;14;11.48912529;ellipse;6.93E-03;false;51649;348;33
133576;3.31E-02;negative regulation of secretion;14306;51048;70;1.479574242;14;4.898979486;ellipse;7.04E-03;false;51048;348;6
138200;3.31E-02;positive regulation of catabolic process;14306;9896;70;1.479574242;14;4.898979486;ellipse;7.04E-03;false;9896;348;6
138623;3.32E-02;establishment of protein localization;14306;45184;767;1.47943783;14;10.95445115;ellipse;7.05E-03;false;45184;348;30
134323;3.33E-02;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;14306;90092;92;1.477406123;14;5.291502622;ellipse;7.10E-03;false;90092;348;7
134223;3.34E-02;regulation of response to external stimulus;14306;32101;191;1.476379296;14;6.633249581;ellipse;7.13E-03;false;32101;348;11
134876;3.34E-02;regulation of developmental growth;14306;48638;50;1.476379296;14;4.472135955;ellipse;7.15E-03;false;48638;348;5
136023;3.34E-02;positive regulation of cell growth;14306;30307;50;1.476379296;14;4.472135955;ellipse;7.15E-03;false;30307;348;5
134203;3.36E-02;leukocyte homeostasis;14306;1776;32;1.473365242;14;4;ellipse;7.23E-03;false;1776;348;4
135661;3.36E-02;regulation of protein kinase B signaling cascade;14306;51896;32;1.473365242;14;4;ellipse;7.23E-03;false;51896;348;4
137752;3.43E-02;muscle cell differentiation;14306;42692;116;1.464676286;14;5.656854249;ellipse;7.39E-03;false;42692;348;8
133343;3.44E-02;regulation of tyrosine phosphorylation of Stat3 protein;14306;42516;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;42516;348;3
134574;3.44E-02;regulation of polysaccharide metabolic process;14306;32881;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;32881;348;3
134575;3.44E-02;regulation of glycogen metabolic process;14306;70873;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;70873;348;3
134897;3.44E-02;nucleotide-excision repair, DNA gap filling;14306;6297;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;6297;348;3
135184;3.44E-02;response to ATP;14306;33198;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;33198;348;3
135736;3.44E-02;positive regulation of pathway-restricted SMAD protein phosphorylation;14306;10862;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;10862;348;3
135942;3.44E-02;maternal process involved in female pregnancy;14306;60135;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;60135;348;3
137524;3.44E-02;protein localization in nucleus;14306;34504;93;1.462865814;14;5.291502622;ellipse;7.52E-03;false;34504;348;7
138943;3.44E-02;senescence;14306;10149;17;1.462865814;14;3.464101615;ellipse;7.53E-03;false;10149;348;3
134653;3.55E-02;negative regulation of lymphocyte activation;14306;51250;51;1.449713568;14;4.472135955;ellipse;7.78E-03;false;51250;348;5
134136;3.58E-02;negative regulation of cellular biosynthetic process;14306;31327;611;1.44566976;14;10;ellipse;7.88E-03;false;31327;348;25
134771;3.58E-02;regulation of cellular localization;14306;60341;305;1.44566976;14;7.745966692;ellipse;7.87E-03;false;60341;348;15
134156;3.66E-02;regulation of cell-matrix adhesion;14306;1952;33;1.436526908;14;4;ellipse;8.07E-03;false;1952;348;4
135790;3.66E-02;cell junction organization;14306;34330;72;1.436526908;14;4.898979486;ellipse;8.06E-03;false;34330;348;6
133504;3.69E-02;positive regulation of glycoprotein biosynthetic process;14306;10560;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;10560;348;2
133965;3.69E-02;cellular response to UV;14306;34644;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;34644;348;2
134365;3.69E-02;negative regulation of DNA damage response, signal transduction by p53 class mediator;14306;43518;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;43518;348;2
134501;3.69E-02;activation of transmembrane receptor protein tyrosine kinase activity;14306;7171;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;7171;348;2
134671;3.69E-02;regulation of protein sumoylation;14306;33233;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;33233;348;2
134672;3.69E-02;positive regulation of protein sumoylation;14306;33235;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;33235;348;2
136385;3.69E-02;regulation of T-helper 2 cell differentiation;14306;45628;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;45628;348;2
137416;3.69E-02;tyrosine phosphorylation of STAT protein;14306;7260;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;7260;348;2
137455;3.69E-02;mammary gland branching involved in pregnancy;14306;60745;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;60745;348;2
139597;3.69E-02;positive regulation of B cell differentiation;14306;45579;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;45579;348;2
139846;3.69E-02;positive chemotaxis;14306;50918;6;1.432490341;14;2.828427125;ellipse;8.30E-03;false;50918;348;2
133266;3.75E-02;mitotic cell cycle checkpoint;14306;7093;52;1.425882056;14;4.472135955;ellipse;8.44E-03;false;7093;348;5
134600;3.81E-02;negative regulation of transcription, DNA-dependent;14306;45892;397;1.418727747;14;8.485281374;ellipse;8.59E-03;false;45892;348;18
133707;3.91E-02;neuromuscular junction development;14306;7528;18;1.408003956;14;3.464101615;ellipse;8.88E-03;false;7528;348;3
133807;3.91E-02;peptidyl-lysine modification;14306;18205;18;1.408003956;14;3.464101615;ellipse;8.88E-03;false;18205;348;3
134948;3.91E-02;myoblast differentiation;14306;45445;18;1.408003956;14;3.464101615;ellipse;8.88E-03;false;45445;348;3
135554;3.91E-02;receptor internalization;14306;31623;18;1.408003956;14;3.464101615;ellipse;8.88E-03;false;31623;348;3
138907;3.91E-02;regulation of S phase of mitotic cell cycle;14306;7090;18;1.408003956;14;3.464101615;ellipse;8.88E-03;false;7090;348;3
133284;3.94E-02;negative regulation of myeloid cell differentiation;14306;45638;34;1.404694146;14;4;ellipse;8.97E-03;false;45638;348;4
133624;3.94E-02;negative regulation of epithelial cell proliferation;14306;50680;34;1.404694146;14;4;ellipse;8.97E-03;false;50680;348;4
135954;3.96E-02;aging;14306;7568;145;1.402479505;14;6;ellipse;9.03E-03;false;7568;348;9
134443;4.01E-02;protein import into nucleus;14306;6606;74;1.396375833;14;4.898979486;ellipse;9.18E-03;false;6606;348;6
134528;4.09E-02;negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;14306;45934;556;1.388070132;14;9.591663047;ellipse;9.37E-03;false;45934;348;23
135429;4.30E-02;tissue remodeling;14306;48771;54;1.366851851;14;4.472135955;ellipse;9.87E-03;false;48771;348;5
135697;4.30E-02;cell junction assembly;14306;34329;54;1.366851851;14;4.472135955;ellipse;9.87E-03;false;34329;348;5
136803;4.42E-02;negative regulation of RNA metabolic process;14306;51253;404;1.354533997;14;8.485281374;ellipse;1.02E-02;false;51253;348;18
136100;4.45E-02;protein targeting;14306;6605;201;1.351401288;14;6.633249581;ellipse;1.03E-02;false;6605;348;11
136223;4.47E-02;protein transport;14306;15031;756;1.349510687;14;10.77032961;ellipse;1.03E-02;false;15031;348;29
136021;4.57E-02;negative regulation of nitrogen compound metabolic process;14306;51172;562;1.340154735;14;9.591663047;ellipse;1.06E-02;false;51172;348;23
135427;4.60E-02;positive regulation of cell size;14306;45793;55;1.337444024;14;4.472135955;ellipse;1.06E-02;false;45793;348;5
137023;4.61E-02;cellular macromolecular complex assembly;14306;34622;316;1.336611595;14;7.745966692;ellipse;1.07E-02;false;34622;348;15
136243;4.72E-02;exocrine system development;14306;35272;36;1.326329133;14;4;ellipse;1.10E-02;false;35272;348;4
136799;4.72E-02;glycogen metabolic process;14306;5977;36;1.326329133;14;4;ellipse;1.10E-02;false;5977;348;4
135701;4.72E-02;hemopoietic or lymphoid organ development;14306;48534;259;1.325980192;14;7.211102551;ellipse;1.10E-02;false;48534;348;13
139494;4.74E-02;nuclear import;14306;51170;77;1.32438147;14;4.898979486;ellipse;1.11E-02;false;51170;348;6
134423;4.76E-02;regulation of translation;14306;6417;150;1.322026599;14;6;ellipse;1.11E-02;false;6417;348;9
133303;4.79E-02;regulation of establishment of protein localization in plasma membrane;14306;90003;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;90003;348;2
133441;4.79E-02;regulation of gene expression;14306;10468;2928;1.31948428;14;18.86796226;ellipse;1.15E-02;false;10468;348;89
133486;4.79E-02;cellular response to light stimulus;14306;71482;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;71482;348;2
133510;4.79E-02;chaperone-mediated protein complex assembly;14306;51131;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;51131;348;2
134164;4.79E-02;S phase of mitotic cell cycle;14306;84;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;84;348;2
134214;4.79E-02;regulation of tolerance induction;14306;2643;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;2643;348;2
134360;4.79E-02;cerebral cortex radially oriented cell migration;14306;21799;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;21799;348;2
134668;4.79E-02;regulation of nitrogen compound metabolic process;14306;51171;3040;1.31948428;14;19.18332609;ellipse;1.13E-02;false;51171;348;92
134758;4.79E-02;negative regulation of leukocyte activation;14306;2695;56;1.31948428;14;4.472135955;ellipse;1.15E-02;false;2695;348;5
135323;4.79E-02;cytoskeletal anchoring at plasma membrane;14306;7016;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;7016;348;2
135360;4.79E-02;N-terminal protein amino acid acetylation;14306;6474;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;6474;348;2
135488;4.79E-02;receptor clustering;14306;43113;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;43113;348;2
135837;4.79E-02;positive regulation of tolerance induction;14306;2645;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;2645;348;2
135970;4.79E-02;positive regulation of T-helper cell differentiation;14306;45624;7;1.31948428;14;2.828427125;ellipse;1.14E-02;false;45624;348;2
138722;4.79E-02;response to retinoic acid;14306;32526;56;1.31948428;14;4.472135955;ellipse;1.15E-02;false;32526;348;5
133357;4.86E-02;apoptosis;14306;6915;567;1.313280793;14;9.591663047;ellipse;1.17E-02;false;6915;348;23
135702;4.93E-02;hemopoiesis;14306;30097;233;1.307359557;14;6.92820323;ellipse;1.18E-02;false;30097;348;12
134140;4.94E-02;epithelial tube morphogenesis;14306;60562;126;1.306435269;14;5.656854249;ellipse;1.19E-02;false;60562;348;8
134585;4.95E-02;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;14306;32436;20;1.305669156;14;3.464101615;ellipse;1.20E-02;false;32436;348;3
136116;4.95E-02;protein ubiquitination involved in ubiquitin-dependent protein catabolic process;14306;42787;20;1.305669156;14;3.464101615;ellipse;1.20E-02;false;42787;348;3
136840;4.95E-02;regulation of survival gene product expression;14306;45884;20;1.305669156;14;3.464101615;ellipse;1.20E-02;false;45884;348;3
137088;4.95E-02;positive regulation of myeloid leukocyte differentiation;14306;2763;20;1.305669156;14;3.464101615;ellipse;1.20E-02;false;2763;348;3
134637;4.97E-02;positive regulation of proteolysis;14306;45862;37;1.303712705;14;4;ellipse;1.21E-02;false;45862;348;4
136793;4.97E-02;cellular glucan metabolic process;14306;6073;37;1.303712705;14;4;ellipse;1.21E-02;false;6073;348;4
138689;4.97E-02;glucan metabolic process;14306;44042;37;1.303712705;14;4;ellipse;1.21E-02;false;44042;348;4
134663;5.01E-02;lung development;14306;30324;102;1.299899876;14;5.291502622;ellipse;1.22E-02;false;30324;348;7
136037;5.38E-02;muscle structure development;14306;61061;265;1.268940124;14;7.211102551;ellipse;1.31E-02;false;61061;348;13
137457;5.41E-02;cell projection assembly;14306;30031;80;1.267022332;14;4.898979486;ellipse;1.32E-02;false;30031;348;6
134474;5.41E-02;neuron migration;14306;1764;58;1.266861143;14;4.472135955;ellipse;1.32E-02;false;1764;348;5
135236;5.54E-02;regulation of insulin receptor signaling pathway;14306;46626;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;46626;348;3
136274;5.54E-02;positive regulation of cellular carbohydrate metabolic process;14306;10676;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;10676;348;3
136652;5.54E-02;positive regulation of mesenchymal cell proliferation;14306;2053;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;2053;348;3
136711;5.54E-02;positive regulation of carbohydrate metabolic process;14306;45913;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;45913;348;3
136773;5.54E-02;regulation of calcium-mediated signaling;14306;50848;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;50848;348;3
137359;5.54E-02;regulation of mRNA processing;14306;50684;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;50684;348;3
138042;5.54E-02;inactivation of MAPK activity;14306;188;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;188;348;3
138354;5.54E-02;G2/M transition of mitotic cell cycle;14306;86;21;1.256304359;14;3.464101615;ellipse;1.37E-02;false;86;348;3
133894;5.70E-02;glial cell differentiation;14306;10001;59;1.244039058;14;4.472135955;ellipse;1.42E-02;false;10001;348;5
138046;5.70E-02;DNA damage checkpoint;14306;77;59;1.244039058;14;4.472135955;ellipse;1.42E-02;false;77;348;5
138457;5.70E-02;respiratory tube development;14306;30323;105;1.244039058;14;5.291502622;ellipse;1.41E-02;false;30323;348;7
135649;5.82E-02;interaction with host;14306;51701;39;1.235237881;14;4;ellipse;1.45E-02;false;51701;348;4
133397;5.95E-02;negative regulation of peptidyl-tyrosine phosphorylation;14306;50732;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;50732;348;2
133811;5.95E-02;homotypic cell-cell adhesion;14306;34109;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;34109;348;2
134723;5.95E-02;positive regulation of cardiac muscle cell proliferation;14306;60045;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;60045;348;2
135662;5.95E-02;negative regulation of protein kinase B signaling cascade;14306;51898;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;51898;348;2
136407;5.95E-02;positive regulation of SMAD protein nuclear translocation;14306;60391;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;60391;348;2
138329;5.95E-02;S phase;14306;51320;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;51320;348;2
138646;5.95E-02;corticosteroid receptor signaling pathway;14306;31958;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;31958;348;2
140388;5.95E-02;neuronal ion channel clustering;14306;45161;8;1.225219319;14;2.828427125;ellipse;1.50E-02;false;45161;348;2
134085;5.99E-02;regulation of secretion;14306;51046;241;1.222706188;14;6.92820323;ellipse;1.51E-02;false;51046;348;12
133285;6.14E-02;negative regulation of myeloid leukocyte differentiation;14306;2762;22;1.211885189;14;3.464101615;ellipse;1.56E-02;false;2762;348;3
135485;6.14E-02;cell cycle checkpoint;14306;75;107;1.211885189;14;5.291502622;ellipse;1.56E-02;false;75;348;7
135542;6.14E-02;negative regulation of mitotic cell cycle;14306;45930;22;1.211885189;14;3.464101615;ellipse;1.56E-02;false;45930;348;3
136689;6.14E-02;response to growth factor stimulus;14306;70848;22;1.211885189;14;3.464101615;ellipse;1.56E-02;false;70848;348;3
139703;6.14E-02;regulation of blood vessel endothelial cell migration;14306;43535;22;1.211885189;14;3.464101615;ellipse;1.56E-02;false;43535;348;3
133907;6.20E-02;negative regulation of protein amino acid phosphorylation;14306;1933;40;1.207847357;14;4;ellipse;1.58E-02;false;1933;348;4
134413;6.20E-02;peripheral nervous system development;14306;7422;40;1.207847357;14;4;ellipse;1.58E-02;false;7422;348;4
134544;6.22E-02;negative regulation of gene expression;14306;10629;551;1.206030539;14;9.38083152;ellipse;1.59E-02;false;10629;348;22
133999;6.27E-02;regulation of homeostatic process;14306;32844;133;1.202523429;14;5.656854249;ellipse;1.60E-02;false;32844;348;8
137052;6.33E-02;viral reproductive process;14306;22415;61;1.198770041;14;4.472135955;ellipse;1.62E-02;false;22415;348;5
134129;6.52E-02;positive regulation of secretion;14306;51047;134;1.185989352;14;5.656854249;ellipse;1.67E-02;false;51047;348;8
136156;6.64E-02;regulation of defense response;14306;31347;161;1.17816126;14;6;ellipse;1.70E-02;false;31347;348;9
136994;6.68E-02;regulation of ERK1 and ERK2 cascade;14306;70372;41;1.175205045;14;4;ellipse;1.72E-02;false;70372;348;4
133804;6.69E-02;T cell differentiation;14306;30217;62;1.174463701;14;4.472135955;ellipse;1.73E-02;false;30217;348;5
135307;6.69E-02;negative regulation of cell activation;14306;50866;62;1.174463701;14;4.472135955;ellipse;1.73E-02;false;50866;348;5
137136;6.69E-02;regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;14306;19219;3014;1.174463701;14;18.97366596;ellipse;1.73E-02;false;19219;348;90
134743;6.71E-02;immune system development;14306;2520;275;1.17344665;14;7.211102551;ellipse;1.73E-02;false;2520;348;13
133592;6.79E-02;embryonic cranial skeleton morphogenesis;14306;48701;23;1.168283847;14;3.464101615;ellipse;1.76E-02;false;48701;348;3
134901;6.79E-02;positive regulation of protein import into nucleus;14306;42307;23;1.168283847;14;3.464101615;ellipse;1.76E-02;false;42307;348;3
135675;6.79E-02;positive regulation of protein kinase B signaling cascade;14306;51897;23;1.168283847;14;3.464101615;ellipse;1.76E-02;false;51897;348;3
133595;6.87E-02;vesicle-mediated transport;14306;16192;590;1.162950072;14;9.591663047;ellipse;1.79E-02;false;16192;348;23
138242;7.04E-02;response to reactive oxygen species;14306;302;86;1.152665163;14;4.898979486;ellipse;1.83E-02;false;302;348;6
137885;7.05E-02;DNA integrity checkpoint;14306;31570;63;1.151952277;14;4.472135955;ellipse;1.84E-02;false;31570;348;5
138290;7.05E-02;response to estradiol stimulus;14306;32355;63;1.151952277;14;4.472135955;ellipse;1.84E-02;false;32355;348;5
136038;7.05E-02;muscle organ development;14306;7517;219;1.151873667;14;6.633249581;ellipse;1.84E-02;false;7517;348;11
133282;7.10E-02;negative regulation of T cell activation;14306;50868;42;1.148553628;14;4;ellipse;1.86E-02;false;50868;348;4
133429;7.10E-02;regulation of JUN kinase activity;14306;43506;42;1.148553628;14;4;ellipse;1.86E-02;false;43506;348;4
133352;7.16E-02;positive regulation of CD4-positive, alpha beta T cell differentiation;14306;43372;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;43372;348;2
133915;7.16E-02;regulation of SMAD protein nuclear translocation;14306;60390;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;60390;348;2
135597;7.16E-02;negative regulation of S phase of mitotic cell cycle;14306;45749;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;45749;348;2
136664;7.16E-02;DNA synthesis involved in DNA repair;14306;731;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;731;348;2
136715;7.16E-02;B cell homeostasis;14306;1782;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;1782;348;2
136719;7.16E-02;cellular response to radiation;14306;71478;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;71478;348;2
137872;7.16E-02;apoptotic cell clearance;14306;43277;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;43277;348;2
138615;7.16E-02;embryonic hemopoiesis;14306;35162;9;1.145357539;14;2.828427125;ellipse;1.90E-02;false;35162;348;2
133272;7.19E-02;protein catabolic process;14306;30163;339;1.143003233;14;7.745966692;ellipse;1.91E-02;false;30163;348;15
134622;7.36E-02;odontogenesis;14306;42476;64;1.132986199;14;4.472135955;ellipse;1.96E-02;false;42476;348;5
135347;7.42E-02;T cell receptor signaling pathway;14306;50852;24;1.12959041;14;3.464101615;ellipse;1.98E-02;false;50852;348;3
140405;7.42E-02;response to activity;14306;14823;24;1.12959041;14;3.464101615;ellipse;1.98E-02;false;14823;348;3
133547;7.55E-02;regulation of cellular carbohydrate metabolic process;14306;10675;43;1.122188529;14;4;ellipse;2.01E-02;false;10675;348;4
133647;7.58E-02;proteolysis involved in cellular protein catabolic process;14306;51603;311;1.120272784;14;7.483314774;ellipse;2.03E-02;false;51603;348;14
136961;7.62E-02;respiratory system development;14306;60541;113;1.118029917;14;5.291502622;ellipse;2.04E-02;false;60541;348;7
133941;7.76E-02;response to toxin;14306;9636;65;1.11027705;14;4.472135955;ellipse;2.08E-02;false;9636;348;5
133248;7.88E-02;regulation of protein homooligomerization;14306;32462;1;1.10337475;14;2;ellipse;2.43E-02;false;32462;348;1
133249;7.88E-02;negative regulation of protein homooligomerization;14306;32463;1;1.10337475;14;2;ellipse;2.43E-02;false;32463;348;1
133273;7.88E-02;cellular protein catabolic process;14306;44257;314;1.10337475;14;7.483314774;ellipse;2.18E-02;false;44257;348;14
133291;7.88E-02;contact inhibition;14306;60242;1;1.10337475;14;2;ellipse;2.43E-02;false;60242;348;1
